1 0.270533 0.000318313 0.3 pion 1
1 0.436623 0.00527369 0.3 pion 1
1 0.506592 0.00369406 0.3 pion 1
2 0.309276 0.000348045 0.3 rho 2
2 0.31132 0.000476507 0.3 rho 2
