1 0.246631 0.000223377 0.3 pion 1
1 0.419211 0.00368868 0.3 pion 1
1 0.503843 0.00257663 0.3 pion 1
2 0.290566 0.000289399 0.3 rho 2
2 0.291966 0.000366188 0.3 rho 2
