11 0.337353 0.00103454 0.1 2++ 0.0709348736156031 3
11 0.33719 0.000917831 0.1 2++ -0.0180302783790133 3
11 0.483673 0.0132492 0.1 2++ 0.0764182987391848 3
11 0.481801 0.0124608 0.1 2++ 0.00914748118840194 3
11 0.501548 0.00388706 0.1 2++ 0.048119898032563 3
11 0.496298 0.00780889 0.1 2++ -0.0130876837432687 3
13 0.600831 0.0327351 0.1 3-+ -0.082604198679573 -1
13 0.650726 0.00904137 0.1 3-+ -0.0462104549237942 -1
4 0.216292 0.000254028 0.1 1-- -0.0643310869076501 2
4 0.396776 0.00210031 0.1 1-- -0.0525740123208784 2
4 0.419859 0.00145692 0.1 1-- -0.00212399304115252 2
4 0.482094 0.0049341 0.1 1-- -0.0530373311325285 -1
15 0.510582 0.00331776 0.1 3++ 0.079181970582151 4
15 0.509814 0.00391841 0.1 3++ -0.0123420908421032 4
15 0.505466 0.00505125 0.1 3++ 0.0814820969651322 4
2 0.509798 0.00454121 0.1 0+- -0.0685142717665819 -1
3 0.296355 0.00113177 0.1 0++ 0.0624112014685707 1
3 0.458181 0.00310027 0.1 0++ -0.0254602647860573 1
10 0.532781 0.00566776 0.1 2+- -0.0818121638903165 -1
10 0.529789 0.0142725 0.1 2+- 0.0638132972135715 -1
10 0.564628 0.00685599 0.1 2+- 0.067168539674627 -1
10 0.559995 0.011338 0.1 2+- -0.0590785015306587 -1
7 0.322229 0.0010675 0.1 1++ -0.0558954366826782 2
7 0.473114 0.0028066 0.1 1++ 0.047511378597671 2
19 0.506137 0.00790141 0.1 4++ -0.095515951540294 5
19 0.510494 0.00622292 0.1 4++ -0.0293412975730526 5
19 0.495078 0.00439075 0.1 4++ 0.095374119246867 5
19 0.494804 0.0145318 0.1 4++ -0.0217497135022164 5
1 0.148382 0.000125406 0.1 0-+ 0.0193360450048928 1
1 0.36834 0.00141064 0.1 0-+ -0.066839998844555 1
1 0.456327 0.00254573 0.1 0-+ -0.0778460088031153 -1
6 0.327647 0.000802555 0.1 1+- -0.0924883679768975 2
6 0.475688 0.00454798 0.1 1+- 0.0223903992260162 2
8 0.421616 0.00207122 0.1 2-- -0.0527303523726808 3
8 0.42269 0.0017272 0.1 2-- 0.0133017748706777 3
17 0.602235 0.0045797 0.1 4-+ 0.0897037689757646 5
17 0.597977 0.0062242 0.1 4-+ -0.0833307375245809 5
17 0.579152 0.00713043 0.1 4-+ -0.0150541019275842 5
17 0.584065 0.00629518 0.1 4-+ -0.0607597104058499 5
12 0.431547 0.00295589 0.1 3-- 0.0917500210856311 4
12 0.421266 0.00398308 0.1 3-- 0.0569112481508867 4
12 0.424768 0.00293976 0.1 3-- -0.0788477823312583 4
9 0.425774 0.00214831 0.1 2-+ 0.04879202610947 3
9 0.425297 0.00154391 0.1 2-+ 0.0660424729953355 3
9 0.506741 0.00679956 0.1 2-+ 0.0184529268063372 -1
9 0.506978 0.00612508 0.1 2-+ 0.00922588069489834 -1
5 0.460384 0.00286779 0.1 1-+ 0.071566741565502 -1
14 0.505553 0.00357155 0.1 3+- 0.0269020014940118 4
14 0.491706 0.0105886 0.1 3+- 0.0464976006538009 4
14 0.492963 0.00556803 0.1 3+- 0.0566268334150202 4
