0 0.103831 0.000687944 T1p a_proj3_p000_T1
1 0.117062 0.000809292 D4A2 a_proj3_p100_H0D4A2
1 0.11773 0.000544492 D4E2 a_proj3_p100_H1D4E2
2 0.131031 0.000841776 D2A2 a_proj3_p110_H0D2A2
2 0.130608 0.000713558 D2B1 a_proj3_p110_H1D2B1
2 0.131222 0.000586634 D2B2 a_proj3_p110_H1D2B2
3 0.145656 0.000869683 D3A2 a_proj3_p111_H0D3A2
3 0.143218 0.00102591 D3E2 a_proj3_p111_H1D3E2
4 0.154479 0.00129145 D4A2 a_proj3_p200_H0D4A2
4 0.155924 0.00157084 D4E2 a_proj3_p200_H1D4E2
