0 0.177013 0.00111472
1 0.189785 0.0016753
1 0.190457 0.00169501
2 0.206175 0.00178783
2 0.203626 0.00156121
2 0.203116 0.00298008
3 0.209318 0.00465995
3 0.217076 0.00259572
4 0.228945 0.00271585
4 0.223924 0.00350831
