a_a0xD2_J0__J0_H0D3A1 0.596617323219966 0 -
a_a0xD0_J0__J0_H0D3A1 1 0 -
a_rhoxD1_J1__J0_H0D3A1 0.10080268058614 0 +
a_rho_2xD1_J1__J0_H0D3A1 0.081785403583177 0 +
a_b1xD2_J1__J0_H0D3A1 0.0614767691596662 0 -
pion_b1xD1_J1__J1_H0D3A1 0.0996068156485333 1 +
pion_b0xD1_J1__J1_H0D3A1 0.0634691977272109 1 +
pion_rho_2xD2_J1__J1_H0D3A1 0.0970757551042601 1 -
pion_rhoxD2_J1__J1_H0D3A1 0.0294228311991953 1 -
a_rhoxD1_J1__J2_H0D3A1 0.0523193458934834 2 +
a_a0xD2_J2__J2_H0D3A1 0.192292295353832 2 +
a_a1xD2_J2__J2_H0D3A1 0.0143213916755023 2 +
a_rho_2xD1_J1__J2_H0D3A1 0.179947937906098 2 +
a_b1xD2_J1__J2_H0D3A1 0.0099044735339695 2 +
a_a1xD2_J2__J3_H3D3A1 0.0200201519723785 3 -
