pion_b1xD1_J1__J1_H1D4E2 0.223850727216192 1 +
pion_rho_2xD2_J1__J1_H1D4E2 0.490424967327291 1 -
a_a1xD0_J0__J1_H1D4E2 0.847561645629105 1 -
a_a1xD2_J2__J1_H1D4E2 0.635494135277876 1 +
a_b0xD2_J1__J1_H1D4E2 0.33336918174443 1 +
a_rhoxD1_J1__J1_H1D4E2 1 1 +
pion_b0xD1_J1__J1_H1D4E2 0.678217648172783 1 -
pion_rhoxD2_J1__J1_H1D4E2 0.42017922646922 1 -
a_rho_2xD1_J1__J1_H1D4E2 0.671652713062304 1 +
a_b1xD2_J1__J1_H1D4E2 0.168462126543333 1 +
a_a1xD2_J0__J1_H1D4E2 0.651279905173159 1 -
a_a0xD2_J2__J2_H1D4E2 0.0420134805611991 2 -
a_rhoxD1_J1__J2_H1D4E2 0.766675940494755 2 +
pion_rhoxD2_J1__J2_H1D4E2 0.14578294098806 2 -
pion_pionxD2_J2__J2_H1D4E2 0.284976164703187 2 +
a_a1xD2_J2__J2_H1D4E2 0.0082947066703762 2 +
pion_rho_2xD2_J1__J2_H1D4E2 0.209483619224412 2 -
a_rho_2xD1_J1__J2_H1D4E2 0.778896352112446 2 +
pion_pion_2xD2_J2__J2_H1D4E2 0.174828804354179 2 +
a_b1xD2_J1__J2_H1D4E2 0.00939381895461357 2 +
pion_b1xD1_J1__J2_H1D4E2 0.126080888043074 2 -
a_a1xD2_J2__J3_H3D4E2 0.031754600481148 3 -
a_a1xD2_J2__J3_H1D4E2 0.138582086237249 3 +
