a_rhoxD1_J1__J1_H1D3E2 0.100734251512338 1 +
a_b1xD2_J1__J1_H1D3E2 0.256140504398865 1 -
pion_rho_2xD2_J1__J1_H1D3E2 0.41349979176491 1 +
a_a1xD0_J0__J1_H1D3E2 1 1 -
a_a1xD2_J2__J1_H1D3E2 0.253879897778448 1 +
a_rho_2xD1_J1__J1_H1D3E2 0.205305214303887 1 +
pion_b0xD1_J1__J1_H1D3E2 0.268094981129201 1 +
a_b0xD2_J1__J1_H1D3E2 0.118476367342904 1 -
pion_b1xD1_J1__J1_H1D3E2 0.643473977095761 1 +
pion_rhoxD2_J1__J1_H1D3E2 0.173719921373023 1 -
a_a1xD2_J0__J1_H1D3E2 0.603703505641794 1 -
a_a1xD2_J2__J2_H2D3E2 0.17296152431327 2 -
a_rho_2xD1_J1__J2_H2D3E2 0.153120204313464 2 -
pion_b1xD1_J1__J2_H1D3E2 0.0406486239468733 2 -
a_rhoxD1_J1__J2_H1D3E2 0.307359854543333 2 +
a_a0xD2_J2__J2_H1D3E2 0.00189297850722179 2 +
a_b1xD2_J1__J2_H2D3E2 0.111344031917497 2 -
a_rho_2xD1_J1__J2_H1D3E2 0.114210383881794 2 +
pion_pionxD2_J2__J2_H1D3E2 0.0566585803390424 2 -
pion_pion_2xD2_J2__J2_H2D3E2 0.0109574762879381 2 -
pion_pion_2xD2_J2__J2_H1D3E2 0.00755361851007388 2 -
pion_rhoxD2_J1__J2_H2D3E2 0.0262875329570517 2 -
pion_pionxD2_J2__J2_H2D3E2 0.0600089776062202 2 -
pion_rho_2xD2_J1__J2_H1D3E2 0.0470215900086049 2 -
a_a1xD2_J2__J2_H1D3E2 0.0579463968847382 2 +
a_a0xD2_J2__J2_H2D3E2 0.130847962456105 2 +
pion_rhoxD2_J1__J2_H1D3E2 0.138395957808492 2 +
pion_b1xD1_J1__J2_H2D3E2 0.0596670507267162 2 +
a_b1xD2_J1__J2_H1D3E2 0.0870048339710027 2 -
pion_rho_2xD2_J1__J2_H2D3E2 0.0674795127460942 2 -
a_rhoxD1_J1__J2_H2D3E2 0.191701061917934 2 -
a_a1xD2_J2__J3_H2D3E2 0.10248926009292 3 +
a_a1xD2_J2__J3_H1D3E2 0.0355206930582362 3 +
