a_a1xD0_J0__J1_H1D2B1 1 1 -
a_rho_2xD1_J1__J1_H1D2B1 0.958425552228442 1 +
pion_b1xD1_J1__J1_H1D2B1 0.924796116958596 1 +
a_rhoxD1_J1__J1_H1D2B1 0.802980381160306 1 +
pion_rhoxD2_J1__J1_H1D2B1 0.628487209531344 1 -
a_a1xD2_J2__J1_H1D2B1 0.298543859473426 1 +
a_a1xD2_J0__J1_H1D2B1 0.602001609031944 1 -
a_b0xD2_J1__J1_H1D2B1 0.337546192903568 1 -
a_b1xD2_J1__J1_H1D2B1 0.519573773446967 1 -
pion_b0xD1_J1__J1_H1D2B1 0.501293568211938 1 +
pion_rho_2xD2_J1__J1_H1D2B1 0.509529007641233 1 +
pion_b1xD1_J1__J2_H1D2B1 0.131854158946985 2 +
pion_rho_2xD2_J1__J2_H1D2B1 0.137508804609443 2 -
pion_pionxD2_J2__J2_H1D2B1 0.0912648259608291 2 -
a_rhoxD1_J1__J2_H1D2B1 0.103980518028168 2 +
a_rho_2xD1_J1__J2_H1D2B1 0.175831472264228 2 -
pion_rhoxD2_J1__J2_H1D2B1 0.0472728243851795 2 -
a_a1xD2_J2__J2_H1D2B1 0.114968336788412 2 +
a_a0xD2_J2__J2_H1D2B1 0.00175830804616119 2 +
pion_pion_2xD2_J2__J2_H1D2B1 0.0521493261761456 2 -
a_b1xD2_J1__J2_H1D2B1 0.159635664426707 2 -
a_a1xD2_J2__J3_H3D2B1 0.0386431387472918 3 -
a_a1xD2_J2__J3_H1D2B1 0.0472511258216245 3 +
