a_rho_2xD1_J1__J0_H0D4A1 0.644492451814225 0 -
a_b1xD2_J1__J0_H0D4A1 0.623475171323598 0 +
a_rhoxD1_J1__J0_H0D4A1 0.0716581356273071 0 +
a_a0xD0_J0__J0_H0D4A1 0.439295545910832 0 +
a_a0xD2_J0__J0_H0D4A1 0.38489368097589 0 +
pion_b0xD1_J1__J1_H0D4A1 0.800408278892544 1 -
pion_rhoxD2_J1__J1_H0D4A1 0.0337463697129722 1 -
pion_rho_2xD2_J1__J1_H0D4A1 0.19942391156264 1 -
pion_b1xD1_J1__J1_H0D4A1 1 1 -
a_rho_2xD1_J1__J2_H0D4A1 0.0316535078898598 2 +
a_rhoxD1_J1__J2_H0D4A1 0.0242867553721761 2 +
a_a0xD2_J2__J2_H0D4A1 0.356757469795363 2 -
a_b1xD2_J1__J2_H0D4A1 0.176357019131586 2 +
a_a1xD2_J2__J2_H0D4A1 0.151315120807735 2 -
